,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,opinion_id,text,target,category,polarity,ote_start,ote_stop,ote,entity,attribute,text_cln,text_cln_lm,text_ints,target_seq,POS_tag_lists,POS_int_lists
1809,1809,1809,1809,1810,875139:1:0,The pizza was pretty good and huge.,pizza,FOOD#QUALITY,positive,4.0,9.0,pizza,FOOD,QUALITY,"['the', 'pizza', 'was', 'pretty', 'good', 'and', 'huge']","['the', 'pizza', 'be', 'pretty', 'good', 'and', 'huge']","[2, 59, 3, 164, 20, 4, 244]",['pizza'],"['DT', 'NN', 'VBD', 'RB', 'JJ', 'CC', 'JJ']","[3, 1, 8, 5, 2, 6, 2]"
1810,1810,1810,1810,1811,875139:1:1,The pizza was pretty good and huge.,pizza,FOOD#STYLE_OPTIONS,positive,4.0,9.0,pizza,FOOD,STYLE_OPTIONS,"['the', 'pizza', 'was', 'pretty', 'good', 'and', 'huge']","['the', 'pizza', 'be', 'pretty', 'good', 'and', 'huge']","[2, 59, 3, 164, 20, 4, 244]",['pizza'],"['DT', 'NN', 'VBD', 'RB', 'JJ', 'CC', 'JJ']","[3, 1, 8, 5, 2, 6, 2]"
1811,1811,1811,1811,1812,875139:2:0,The price very reasonable.,,RESTAURANT#PRICES,positive,0.0,0.0,0,RESTAURANT,PRICES,"['the', 'price', 'very', 'reasonable']","['the', 'price', 'very', 'reasonable']","[2, 32, 27, 170]",['null'],"['DT', 'NN', 'RB', 'JJ']","[3, 1, 5, 2]"
1812,1812,1812,1812,1813,875139:3:0,We we are 4 and got the family size penne a la vodka which was tremendously gigantic portion...a bucket of food literally.,penne a la vodka,FOOD#STYLE_OPTIONS,positive,34.0,50.0,penne a la vodka,FOOD,STYLE_OPTIONS,"['we', 'we', 'are', 'and', 'got', 'the', 'family', 'size', 'penne', 'a', 'la', 'vodka', 'which', 'was', 'tremendously', 'gigantic', 'portion', 'a', 'bucket', 'of', 'food', 'literally']","['we', 'we', 'be', 'and', 'get', 'the', 'family', 'size', 'penne', 'a', 'la', 'vodka', 'which', 'be', 'tremendously', 'gigantic', 'portion', 'a', 'bucket', 'of', 'food', 'literally']","[10, 10, 3, 4, 35, 2, 228, 381, 537, 5, 348, 1760, 46, 3, 2495, 1730, 161, 5, 2496, 11, 9, 693]","['penne', 'a', 'la', 'vodka']","['PRP', 'PRP', 'VBP', 'CC', 'VBD', 'DT', 'NN', 'NN', 'NN', 'FW', 'FW', 'NN', 'WDT', 'VBD', 'RB', 'JJ', 'NN', 'DT', 'NN', 'IN', 'NN', 'RB']","[7, 7, 12, 6, 8, 3, 1, 1, 1, 15, 15, 1, 20, 8, 5, 2, 1, 3, 1, 4, 1, 5]"
1813,1813,1813,1813,1814,875139:4:0,We got most of it back at home with us.,,,,,,,,,"['we', 'got', 'most', 'of', 'it', 'back', 'at', 'home', 'with', 'us']","['we', 'get', 'most', 'of', 'it', 'back', 'at', 'home', 'with', 'us']","[10, 35, 119, 11, 12, 69, 30, 330, 23, 83]",['null'],"['PRP', 'VBD', 'JJS', 'IN', 'PRP', 'RB', 'IN', 'NN', 'IN', 'PRP']","[7, 8, 21, 4, 7, 5, 4, 1, 4, 7]"
1814,1814,1814,1814,1815,875139:5:0,I would say that all was fine and tasty but the heaviness on my stomach someting that i cannot not mention or undermine.,,FOOD#QUALITY,negative,0.0,0.0,0,FOOD,QUALITY,"['i', 'would', 'say', 'that', 'all', 'was', 'fine', 'and', 'tasty', 'but', 'the', 'heaviness', 'on', 'my', 'stomach', 'someting', 'that', 'i', 'cannot', 'not', 'mention', 'or', 'undermine']","['i', 'would', 'say', 'that', 'all', 'be', 'fine', 'and', 'tasty', 'but', 'the', 'heaviness', 'on', 'my', 'stomach', 'someting', 'that', 'i', 'cannot', 'not', 'mention', 'or', 'undermine']","[6, 43, 100, 24, 34, 3, 338, 4, 114, 18, 2, 2497, 28, 25, 580, 2498, 24, 6, 125, 13, 1003, 44, 2499]",['null'],"['LS', 'MD', 'VB', 'IN', 'DT', 'VBD', 'JJ', 'CC', 'JJ', 'CC', 'DT', 'NN', 'IN', 'PRP$', 'NN', 'VBG', 'IN', 'FW', 'FW', 'RB', 'VB', 'CC', 'VB']","[16, 19, 9, 4, 3, 8, 2, 6, 2, 6, 3, 1, 4, 17, 1, 18, 4, 15, 15, 5, 9, 6, 9]"
1815,1815,1815,1815,1816,875139:6:0,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards because was stuffed...lol",pasta penne,FOOD#QUALITY,negative,4.0,15.0,pasta penne,FOOD,QUALITY,"['the', 'pasta', 'penne', 'was', 'pretty', 'extra', 'buttery', 'creamy', 'which', 'means', 'a', 'big', 'task', 'to', 'diggest', 'tasty', 'at', 'first', 'but', 'i', 'would', 'say', 'that', 'i', 'was', 'full', 'with', 'a', 'slice', 'of', 'pizza', 'and', 'to', 'count', 'penne', 'got', 'a', 'little', 'moody', 'afterwards', 'because', 'was', 'stuffed', 'lol']","['the', 'pasta', 'penne', 'be', 'pretty', 'extra', 'buttery', 'creamy', 'which', 'mean', 'a', 'big', 'task', 'to', 'diggest', 'tasty', 'at', 'first', 'but', 'i', 'would', 'say', 'that', 'i', 'be', 'full', 'with', 'a', 'slice', 'of', 'pizza', 'and', 'to', 'count', 'penne', 'get', 'a', 'little', 'moody', 'afterwards', 'because', 'be', 'stuff', 'lol']","[2, 284, 537, 3, 164, 865, 956, 1149, 46, 382, 5, 266, 1761, 7, 1762, 114, 30, 171, 18, 6, 43, 100, 24, 6, 3, 491, 23, 5, 325, 11, 59, 4, 7, 1234, 537, 35, 5, 110, 1763, 1764, 137, 3, 388, 880]","['pasta', 'penne']","['DT', 'NN', 'NN', 'VBD', 'RB', 'JJ', 'JJ', 'JJ', 'WDT', 'VBZ', 'DT', 'JJ', 'NN', 'TO', 'VB', 'JJ', 'IN', 'JJ', 'CC', 'FW', 'MD', 'VB', 'IN', 'LS', 'VBD', 'JJ', 'IN', 'DT', 'NN', 'IN', 'NN', 'CC', 'TO', 'VB', 'NN', 'VBD', 'DT', 'JJ', 'NN', 'RB', 'IN', 'VBD', 'VBN', 'NN']","[3, 1, 1, 8, 5, 2, 2, 2, 20, 11, 3, 2, 1, 14, 9, 2, 4, 2, 6, 15, 19, 9, 4, 16, 8, 2, 4, 3, 1, 4, 1, 6, 14, 9, 1, 8, 3, 2, 1, 5, 4, 8, 13, 1]"
1816,1816,1816,1816,1817,875139:6:1,"The pasta penne was pretty extra buttery, creamy which means a big task to diggest.. tasty at first but i would say that i was full with a slice of pizza and 7 to count, penne...got a little moody afterwards because was stuffed...lol",pasta penne,FOOD#STYLE_OPTIONS,negative,4.0,15.0,pasta penne,FOOD,STYLE_OPTIONS,"['the', 'pasta', 'penne', 'was', 'pretty', 'extra', 'buttery', 'creamy', 'which', 'means', 'a', 'big', 'task', 'to', 'diggest', 'tasty', 'at', 'first', 'but', 'i', 'would', 'say', 'that', 'i', 'was', 'full', 'with', 'a', 'slice', 'of', 'pizza', 'and', 'to', 'count', 'penne', 'got', 'a', 'little', 'moody', 'afterwards', 'because', 'was', 'stuffed', 'lol']","['the', 'pasta', 'penne', 'be', 'pretty', 'extra', 'buttery', 'creamy', 'which', 'mean', 'a', 'big', 'task', 'to', 'diggest', 'tasty', 'at', 'first', 'but', 'i', 'would', 'say', 'that', 'i', 'be', 'full', 'with', 'a', 'slice', 'of', 'pizza', 'and', 'to', 'count', 'penne', 'get', 'a', 'little', 'moody', 'afterwards', 'because', 'be', 'stuff', 'lol']","[2, 284, 537, 3, 164, 865, 956, 1149, 46, 382, 5, 266, 1761, 7, 1762, 114, 30, 171, 18, 6, 43, 100, 24, 6, 3, 491, 23, 5, 325, 11, 59, 4, 7, 1234, 537, 35, 5, 110, 1763, 1764, 137, 3, 388, 880]","['pasta', 'penne']","['DT', 'NN', 'NN', 'VBD', 'RB', 'JJ', 'JJ', 'JJ', 'WDT', 'VBZ', 'DT', 'JJ', 'NN', 'TO', 'VB', 'JJ', 'IN', 'JJ', 'CC', 'FW', 'MD', 'VB', 'IN', 'LS', 'VBD', 'JJ', 'IN', 'DT', 'NN', 'IN', 'NN', 'CC', 'TO', 'VB', 'NN', 'VBD', 'DT', 'JJ', 'NN', 'RB', 'IN', 'VBD', 'VBN', 'NN']","[3, 1, 1, 8, 5, 2, 2, 2, 20, 11, 3, 2, 1, 14, 9, 2, 4, 2, 6, 15, 19, 9, 4, 16, 8, 2, 4, 3, 1, 4, 1, 6, 14, 9, 1, 8, 3, 2, 1, 5, 4, 8, 13, 1]"
1817,1817,1817,1817,1818,929329:0:0,"No, really.",,,,,,,,,"['no', 'really']","['no', 'really']","[75, 72]",['null'],"['RB', 'RB']","[5, 5]"
1818,1818,1818,1818,1819,929329:1:0,I have eaten a lot of pizza here.,,,,,,,,,"['i', 'have', 'eaten', 'a', 'lot', 'of', 'pizza', 'here']","['i', 'have', 'eat', 'a', 'lot', 'of', 'pizza', 'here']","[6, 8, 57, 5, 196, 11, 59, 51]",['null'],"['LS', 'VBP', 'VBN', 'DT', 'NN', 'IN', 'NN', 'RB']","[16, 12, 13, 3, 1, 4, 1, 5]"
1819,1819,1819,1819,1820,929329:2:0,"La Rosa waltzes in, and I think they are doing it the best.",La Rosa,FOOD#QUALITY,positive,0.0,7.0,La Rosa,FOOD,QUALITY,"['la', 'rosa', 'waltzes', 'in', 'and', 'i', 'think', 'they', 'are', 'doing', 'it', 'the', 'best']","['la', 'rosa', 'waltz', 'in', 'and', 'i', 'think', 'they', 'be', 'do', 'it', 'the', 'best']","[348, 2500, 2501, 15, 4, 6, 139, 33, 3, 26, 12, 2, 50]","['la', 'rosa']","['FW', 'FW', 'NNS', 'IN', 'CC', 'LS', 'VB', 'PRP', 'VBP', 'VBG', 'PRP', 'DT', 'JJS']","[15, 15, 10, 4, 6, 16, 9, 7, 12, 18, 7, 3, 21]"
1820,1820,1820,1820,1821,929329:3:0,"Interesting selection, good wines, service fine, fun decor.",wines,DRINKS#QUALITY,positive,28.0,33.0,wines,DRINKS,QUALITY,"['interesting', 'selection', 'good', 'wines', 'service', 'fine', 'fun', 'decor']","['interest', 'selection', 'good', 'win', 'service', 'fine', 'fun', 'decor']","[438, 197, 20, 308, 19, 338, 174, 87]",['win'],"['JJ', 'NN', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'NN']","[2, 1, 2, 1, 1, 2, 1, 1]"
1821,1821,1821,1821,1822,929329:3:1,"Interesting selection, good wines, service fine, fun decor.",service,SERVICE#GENERAL,positive,35.0,42.0,service,SERVICE,GENERAL,"['interesting', 'selection', 'good', 'wines', 'service', 'fine', 'fun', 'decor']","['interest', 'selection', 'good', 'win', 'service', 'fine', 'fun', 'decor']","[438, 197, 20, 308, 19, 338, 174, 87]",['service'],"['JJ', 'NN', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'NN']","[2, 1, 2, 1, 1, 2, 1, 1]"
1822,1822,1822,1822,1823,929329:3:2,"Interesting selection, good wines, service fine, fun decor.",decor,AMBIENCE#GENERAL,positive,53.0,58.0,decor,AMBIENCE,GENERAL,"['interesting', 'selection', 'good', 'wines', 'service', 'fine', 'fun', 'decor']","['interest', 'selection', 'good', 'win', 'service', 'fine', 'fun', 'decor']","[438, 197, 20, 308, 19, 338, 174, 87]",['decor'],"['JJ', 'NN', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'NN']","[2, 1, 2, 1, 1, 2, 1, 1]"
1823,1823,1823,1823,1824,929329:3:3,"Interesting selection, good wines, service fine, fun decor.",selection,FOOD#STYLE_OPTIONS,positive,12.0,21.0,selection,FOOD,STYLE_OPTIONS,"['interesting', 'selection', 'good', 'wines', 'service', 'fine', 'fun', 'decor']","['interest', 'selection', 'good', 'win', 'service', 'fine', 'fun', 'decor']","[438, 197, 20, 308, 19, 338, 174, 87]",['selection'],"['JJ', 'NN', 'JJ', 'NN', 'NN', 'JJ', 'NN', 'NN']","[2, 1, 2, 1, 1, 2, 1, 1]"
1824,1824,1824,1824,1825,935633:0:0,I have been twice to this restaurant.,,,,,,,,,"['i', 'have', 'been', 'twice', 'to', 'this', 'restaurant']","['i', 'have', 'be', 'twice', 'to', 'this', 'restaurant']","[6, 8, 3, 703, 7, 21, 36]",['null'],"['LS', 'VBP', 'VBN', 'RB', 'TO', 'DT', 'NN']","[16, 12, 13, 5, 14, 3, 1]"
1825,1825,1825,1825,1826,935633:1:0,I love it.,,RESTAURANT#GENERAL,positive,0.0,0.0,0,RESTAURANT,GENERAL,"['i', 'love', 'it']","['i', 'love', 'it']","[6, 104, 12]",['null'],"['LS', 'NN', 'PRP']","[16, 1, 7]"
1826,1826,1826,1826,1827,935633:2:0,I plan on stopping by next week as well.,,RESTAURANT#GENERAL,positive,0.0,0.0,0,RESTAURANT,GENERAL,"['i', 'plan', 'on', 'stopping', 'by', 'next', 'week', 'as', 'well']","['i', 'plan', 'on', 'stop', 'by', 'next', 'week', 'as', 'well']","[6, 700, 28, 604, 66, 364, 482, 40, 82]",['null'],"['LS', 'NN', 'IN', 'VBG', 'IN', 'JJ', 'NN', 'RB', 'RB']","[16, 1, 4, 18, 4, 2, 1, 5, 5]"
1827,1827,1827,1827,1828,935633:3:0,"I found it on a cold night, the perfect spot to warm up.",spot,RESTAURANT#MISCELLANEOUS,positive,40.0,44.0,spot,RESTAURANT,MISCELLANEOUS,"['i', 'found', 'it', 'on', 'a', 'cold', 'night', 'the', 'perfect', 'spot', 'to', 'warm', 'up']","['i', 'find', 'it', 'on', 'a', 'cold', 'night', 'the', 'perfect', 'spot', 'to', 'warm', 'up']","[6, 151, 12, 28, 5, 278, 142, 2, 231, 182, 7, 206, 99]",['spot'],"['LS', 'VBD', 'PRP', 'IN', 'DT', 'JJ', 'NN', 'DT', 'JJ', 'NN', 'TO', 'VB', 'RP']","[16, 8, 7, 4, 3, 2, 1, 3, 2, 1, 14, 9, 23]"
1828,1828,1828,1828,1829,935633:4:0,I recieved prompt service with a smile.,service,SERVICE#GENERAL,positive,18.0,25.0,service,SERVICE,GENERAL,"['i', 'recieved', 'prompt', 'service', 'with', 'a', 'smile']","['i', 'recieved', 'prompt', 'service', 'with', 'a', 'smile']","[6, 2502, 452, 19, 23, 5, 994]",['service'],"['LS', 'VBD', 'JJ', 'NN', 'IN', 'DT', 'NN']","[16, 8, 2, 1, 4, 3, 1]"
1829,1829,1829,1829,1830,935633:5:0,"To me it exemplifies Soho, cute, artsy, interesting.",,AMBIENCE#GENERAL,positive,0.0,0.0,0,AMBIENCE,GENERAL,"['to', 'me', 'it', 'exemplifies', 'soho', 'cute', 'artsy', 'interesting']","['to', 'me', 'it', 'exemplify', 'soho', 'cute', 'artsy', 'interest']","[7, 86, 12, 2503, 581, 342, 2504, 438]",['null'],"['TO', 'PRP', 'PRP', 'VBZ', 'JJ', 'JJ', 'JJ', 'JJ']","[14, 7, 7, 11, 2, 2, 2, 2]"
1830,1830,1830,1830,1831,935633:6:0,Definately check it out!!!,,RESTAURANT#GENERAL,positive,0.0,0.0,0,RESTAURANT,GENERAL,"['definately', 'check', 'it', 'out']","['definately', 'check', 'it', 'out']","[1329, 415, 12, 65]",['null'],"['RB', 'VB', 'PRP', 'RP']","[5, 9, 7, 23]"
1831,1831,1831,1831,1832,955711:0:0,This place blew me away...by far my new favorite restaurant on the uppereast side.,place,RESTAURANT#GENERAL,positive,5.0,10.0,place,RESTAURANT,GENERAL,"['this', 'place', 'blew', 'me', 'away', 'by', 'far', 'my', 'new', 'favorite', 'restaurant', 'on', 'the', 'uppereast', 'side']","['this', 'place', 'blow', 'me', 'away', 'by', 'far', 'my', 'new', 'favorite', 'restaurant', 'on', 'the', 'uppereast', 'side']","[21, 22, 1219, 86, 227, 66, 275, 25, 120, 192, 36, 28, 2, 2505, 195]",['place'],"['DT', 'NN', 'VBD', 'PRP', 'RB', 'IN', 'RB', 'PRP$', 'JJ', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NN']","[3, 1, 8, 7, 5, 4, 5, 17, 2, 2, 1, 4, 3, 2, 1]"
1832,1832,1832,1832,1833,955711:1:0,The wine list is extensive and impressive.,wine list,DRINKS#STYLE_OPTIONS,positive,4.0,13.0,wine list,DRINKS,STYLE_OPTIONS,"['the', 'wine', 'list', 'is', 'extensive', 'and', 'impressive']","['the', 'wine', 'list', 'be', 'extensive', 'and', 'impressive']","[2, 80, 136, 3, 411, 4, 661]","['wine', 'list']","['DT', 'NN', 'NN', 'VBZ', 'JJ', 'CC', 'JJ']","[3, 1, 1, 11, 2, 6, 2]"
1833,1833,1833,1833,1834,955711:2:0,LOVE the atmosphere - felt like I was in Paris.,atmosphere,AMBIENCE#GENERAL,positive,9.0,19.0,atmosphere,AMBIENCE,GENERAL,"['love', 'the', 'atmosphere', 'felt', 'like', 'i', 'was', 'in', 'paris']","['love', 'the', 'atmosphere', 'felt', 'like', 'i', 'be', 'in', 'paris']","[104, 2, 85, 466, 37, 6, 3, 15, 1249]",['atmosphere'],"['VB', 'DT', 'NN', 'VBD', 'IN', 'LS', 'VBD', 'FW', 'FW']","[9, 3, 1, 8, 4, 16, 8, 15, 15]"
1834,1834,1834,1834,1835,955711:3:0,The mussels we are fantastic and so was the dessert...definitely going to be back very soon.,mussels,FOOD#QUALITY,positive,4.0,11.0,mussels,FOOD,QUALITY,"['the', 'mussels', 'we', 'are', 'fantastic', 'and', 'so', 'was', 'the', 'dessert', 'definitely', 'going', 'to', 'be', 'back', 'very', 'soon']","['the', 'mussels', 'we', 'be', 'fantastic', 'and', 'so', 'be', 'the', 'dessert', 'definitely', 'go', 'to', 'be', 'back', 'very', 'soon']","[2, 805, 10, 3, 165, 4, 31, 3, 2, 184, 248, 29, 7, 3, 69, 27, 692]",['mussels'],"['DT', 'NNS', 'PRP', 'VBP', 'JJ', 'CC', 'RB', 'VBD', 'DT', 'NN', 'RB', 'VBG', 'TO', 'VB', 'RB', 'RB', 'RB']","[3, 10, 7, 12, 2, 6, 5, 8, 3, 1, 5, 18, 14, 9, 5, 5, 5]"
1835,1835,1835,1835,1836,955711:3:1,The mussels we are fantastic and so was the dessert...definitely going to be back very soon.,dessert,FOOD#QUALITY,positive,42.0,49.0,dessert,FOOD,QUALITY,"['the', 'mussels', 'we', 'are', 'fantastic', 'and', 'so', 'was', 'the', 'dessert', 'definitely', 'going', 'to', 'be', 'back', 'very', 'soon']","['the', 'mussels', 'we', 'be', 'fantastic', 'and', 'so', 'be', 'the', 'dessert', 'definitely', 'go', 'to', 'be', 'back', 'very', 'soon']","[2, 805, 10, 3, 165, 4, 31, 3, 2, 184, 248, 29, 7, 3, 69, 27, 692]",['dessert'],"['DT', 'NNS', 'PRP', 'VBP', 'JJ', 'CC', 'RB', 'VBD', 'DT', 'NN', 'RB', 'VBG', 'TO', 'VB', 'RB', 'RB', 'RB']","[3, 10, 7, 12, 2, 6, 5, 8, 3, 1, 5, 18, 14, 9, 5, 5, 5]"
1836,1836,1836,1836,1837,955711:3:2,The mussels we are fantastic and so was the dessert...definitely going to be back very soon.,,RESTAURANT#GENERAL,positive,0.0,0.0,0,RESTAURANT,GENERAL,"['the', 'mussels', 'we', 'are', 'fantastic', 'and', 'so', 'was', 'the', 'dessert', 'definitely', 'going', 'to', 'be', 'back', 'very', 'soon']","['the', 'mussels', 'we', 'be', 'fantastic', 'and', 'so', 'be', 'the', 'dessert', 'definitely', 'go', 'to', 'be', 'back', 'very', 'soon']","[2, 805, 10, 3, 165, 4, 31, 3, 2, 184, 248, 29, 7, 3, 69, 27, 692]",['null'],"['DT', 'NNS', 'PRP', 'VBP', 'JJ', 'CC', 'RB', 'VBD', 'DT', 'NN', 'RB', 'VBG', 'TO', 'VB', 'RB', 'RB', 'RB']","[3, 10, 7, 12, 2, 6, 5, 8, 3, 1, 5, 18, 14, 9, 5, 5, 5]"
1837,1837,1837,1837,1838,957145:0:0,I just read Mocaramel's review and felt compelled to respond.,,,,,,,,,"['i', 'just', 'read', 'mocaramel', 's', 'review', 'and', 'felt', 'compelled', 'to', 'respond']","['i', 'just', 'read', 'mocaramel', 's', 'review', 'and', 'felt', 'compel', 'to', 'respond']","[6, 48, 752, 2506, 88, 259, 4, 466, 2507, 7, 2508]",['null'],"['LS', 'RB', 'VB', 'NN', 'NN', 'NN', 'CC', 'VBD', 'VBN', 'TO', 'VB']","[16, 5, 9, 1, 1, 1, 6, 8, 13, 14, 9]"
1838,1838,1838,1838,1839,957145:1:0,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,service,SERVICE#GENERAL,positive,84.0,91.0,service,SERVICE,GENERAL,"['i', 'have', 'been', 'coming', 'here', 'for', 'years', 'and', 'have', 'nothing', 'but', 'good', 'things', 'to', 'say', 'about', 'the', 'service', 'and', 'the', 'great', 'staff', 'at', 'la', 'lanterna']","['i', 'have', 'be', 'come', 'here', 'for', 'years', 'and', 'have', 'nothing', 'but', 'good', 'things', 'to', 'say', 'about', 'the', 'service', 'and', 'the', 'great', 'staff', 'at', 'la', 'lanterna']","[6, 8, 3, 74, 51, 14, 213, 4, 8, 180, 18, 20, 269, 7, 100, 63, 2, 19, 4, 2, 17, 52, 30, 348, 1152]",['service'],"['LS', 'VBP', 'VBN', 'VBG', 'RB', 'IN', 'NNS', 'CC', 'VBP', 'NN', 'CC', 'JJ', 'NNS', 'TO', 'VB', 'IN', 'DT', 'NN', 'CC', 'DT', 'JJ', 'NN', 'IN', 'FW', 'FW']","[16, 12, 13, 18, 5, 4, 10, 6, 12, 1, 6, 2, 10, 14, 9, 4, 3, 1, 6, 3, 2, 1, 4, 15, 15]"
1839,1839,1839,1839,1840,957145:1:1,I have been coming here for years and have nothing but good things to say about the service and the great staff at La Lanterna.,staff,SERVICE#GENERAL,positive,106.0,111.0,staff,SERVICE,GENERAL,"['i', 'have', 'been', 'coming', 'here', 'for', 'years', 'and', 'have', 'nothing', 'but', 'good', 'things', 'to', 'say', 'about', 'the', 'service', 'and', 'the', 'great', 'staff', 'at', 'la', 'lanterna']","['i', 'have', 'be', 'come', 'here', 'for', 'years', 'and', 'have', 'nothing', 'but', 'good', 'things', 'to', 'say', 'about', 'the', 'service', 'and', 'the', 'great', 'staff', 'at', 'la', 'lanterna']","[6, 8, 3, 74, 51, 14, 213, 4, 8, 180, 18, 20, 269, 7, 100, 63, 2, 19, 4, 2, 17, 52, 30, 348, 1152]",['staff'],"['LS', 'VBP', 'VBN', 'VBG', 'RB', 'IN', 'NNS', 'CC', 'VBP', 'NN', 'CC', 'JJ', 'NNS', 'TO', 'VB', 'IN', 'DT', 'NN', 'CC', 'DT', 'JJ', 'NN', 'IN', 'FW', 'FW']","[16, 12, 13, 18, 5, 4, 10, 6, 12, 1, 6, 2, 10, 14, 9, 4, 3, 1, 6, 3, 2, 1, 4, 15, 15]"
1840,1840,1840,1840,1841,957145:2:0,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he is even able to remember a consistent but not-so-frequent visitor.",Vittorio,SERVICE#GENERAL,positive,25.0,33.0,Vittorio,SERVICE,GENERAL,"['over', 'the', 'years', 'the', 'host', 'vittorio', 'and', 'his', 'crew', 'have', 'always', 'treated', 'me', 'as', 'family', 'although', 'with', 'all', 'the', 'business', 'this', 'not', 'so', 'little', 'gem', 'does', 'it', 'amazing', 'he', 'is', 'even', 'able', 'to', 'remember', 'a', 'consistent', 'but', 'not', 'so', 'frequent', 'visitor']","['over', 'the', 'years', 'the', 'host', 'vittorio', 'and', 'his', 'crew', 'have', 'always', 'treat', 'me', 'as', 'family', 'although', 'with', 'all', 'the', 'business', 'this', 'not', 'so', 'little', 'gem', 'do', 'it', 'amaze', 'he', 'be', 'even', 'able', 'to', 'remember', 'a', 'consistent', 'but', 'not', 'so', 'frequent', 'visitor']","[115, 2, 213, 2, 486, 1765, 4, 470, 1053, 8, 89, 811, 86, 40, 228, 200, 23, 34, 2, 557, 21, 13, 31, 110, 423, 26, 12, 96, 173, 3, 71, 608, 7, 570, 5, 695, 18, 13, 31, 1259, 1766]",['vittorio'],"['IN', 'DT', 'NNS', 'DT', 'NN', 'NN', 'CC', 'PRP$', 'NN', 'VBP', 'RB', 'VBN', 'PRP', 'IN', 'NN', 'IN', 'IN', 'PDT', 'DT', 'NN', 'DT', 'RB', 'RB', 'JJ', 'NN', 'VBZ', 'PRP', 'JJ', 'PRP', 'VBZ', 'RB', 'JJ', 'TO', 'VB', 'DT', 'JJ', 'CC', 'RB', 'RB', 'JJ', 'NN']","[4, 3, 10, 3, 1, 1, 6, 17, 1, 12, 5, 13, 7, 4, 1, 4, 4, 29, 3, 1, 3, 5, 5, 2, 1, 11, 7, 2, 7, 11, 5, 2, 14, 9, 3, 2, 6, 5, 5, 2, 1]"
1841,1841,1841,1841,1842,957145:2:1,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he is even able to remember a consistent but not-so-frequent visitor.",crew,SERVICE#GENERAL,positive,43.0,47.0,crew,SERVICE,GENERAL,"['over', 'the', 'years', 'the', 'host', 'vittorio', 'and', 'his', 'crew', 'have', 'always', 'treated', 'me', 'as', 'family', 'although', 'with', 'all', 'the', 'business', 'this', 'not', 'so', 'little', 'gem', 'does', 'it', 'amazing', 'he', 'is', 'even', 'able', 'to', 'remember', 'a', 'consistent', 'but', 'not', 'so', 'frequent', 'visitor']","['over', 'the', 'years', 'the', 'host', 'vittorio', 'and', 'his', 'crew', 'have', 'always', 'treat', 'me', 'as', 'family', 'although', 'with', 'all', 'the', 'business', 'this', 'not', 'so', 'little', 'gem', 'do', 'it', 'amaze', 'he', 'be', 'even', 'able', 'to', 'remember', 'a', 'consistent', 'but', 'not', 'so', 'frequent', 'visitor']","[115, 2, 213, 2, 486, 1765, 4, 470, 1053, 8, 89, 811, 86, 40, 228, 200, 23, 34, 2, 557, 21, 13, 31, 110, 423, 26, 12, 96, 173, 3, 71, 608, 7, 570, 5, 695, 18, 13, 31, 1259, 1766]",['crew'],"['IN', 'DT', 'NNS', 'DT', 'NN', 'NN', 'CC', 'PRP$', 'NN', 'VBP', 'RB', 'VBN', 'PRP', 'IN', 'NN', 'IN', 'IN', 'PDT', 'DT', 'NN', 'DT', 'RB', 'RB', 'JJ', 'NN', 'VBZ', 'PRP', 'JJ', 'PRP', 'VBZ', 'RB', 'JJ', 'TO', 'VB', 'DT', 'JJ', 'CC', 'RB', 'RB', 'JJ', 'NN']","[4, 3, 10, 3, 1, 1, 6, 17, 1, 12, 5, 13, 7, 4, 1, 4, 4, 29, 3, 1, 3, 5, 5, 2, 1, 11, 7, 2, 7, 11, 5, 2, 14, 9, 3, 2, 6, 5, 5, 2, 1]"
